Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,0
Conversion Gain:,4096
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,4191
Lower Discriminator:,54
Calibration Coefficients:Elapsed Real Time:,104.28
Elapsed Live Time:,103.73
Start Time:,April 15, 2023, 06:22:09
End Time:,April 15, 2023, 06:23:53
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,1
4,,1
5,,0
6,,0
7,,0
8,,0
9,,1
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,6
27,,12
28,,19
29,,6
30,,12
31,,13
32,,12
33,,18
34,,12
35,,19
36,,17
37,,23
38,,15
39,,17
40,,22
41,,19
42,,25
43,,20
44,,17
45,,26
46,,21
47,,21
48,,26
49,,18
50,,18
51,,26
52,,33
53,,21
54,,17
55,,19
56,,21
57,,19
58,,24
59,,28
60,,23
61,,23
62,,31
63,,22
64,,23
65,,24
66,,28
67,,26
68,,21
69,,21
70,,20
71,,19
72,,30
73,,26
74,,23
75,,19
76,,30
77,,20
78,,31
79,,30
80,,23
81,,25
82,,20
83,,24
84,,22
85,,22
86,,26
87,,27
88,,23
89,,28
90,,26
91,,24
92,,33
93,,13
94,,29
95,,31
96,,25
97,,23
98,,26
99,,18
100,,35
101,,25
102,,20
103,,29
104,,29
105,,22
106,,29
107,,26
108,,18
109,,26
110,,34
111,,22
112,,40
113,,25
114,,33
115,,31
116,,32
117,,37
118,,35
119,,26
120,,36
121,,42
122,,33
123,,33
124,,39
125,,45
126,,37
127,,36
128,,47
129,,42
130,,40
131,,53
132,,50
133,,35
134,,49
135,,51
136,,44
137,,41
138,,48
139,,46
140,,44
141,,37
142,,44
143,,50
144,,50
145,,44
146,,42
147,,58
148,,66
149,,42
150,,45
151,,47
152,,52
153,,40
154,,56
155,,57
156,,51
157,,53
158,,59
159,,49
160,,49
161,,47
162,,64
163,,56
164,,55
165,,52
166,,38
167,,67
168,,66
169,,56
170,,57
171,,59
172,,65
173,,60
174,,66
175,,68
176,,56
177,,68
178,,72
179,,62
180,,49
181,,60
182,,57
183,,57
184,,70
185,,70
186,,61
187,,75
188,,59
189,,70
190,,62
191,,54
192,,74
193,,60
194,,67
195,,59
196,,91
197,,64
198,,53
199,,58
200,,64
201,,75
202,,65
203,,72
204,,61
205,,77
206,,66
207,,59
208,,55
209,,57
210,,56
211,,77
212,,57
213,,86
214,,66
215,,74
216,,65
217,,74
218,,76
219,,67
220,,61
221,,74
222,,58
223,,61
224,,75
225,,75
226,,93
227,,69
228,,72
229,,60
230,,66
231,,75
232,,71
233,,67
234,,69
235,,71
236,,73
237,,63
238,,76
239,,72
240,,64
241,,73
242,,69
243,,65
244,,78
245,,65
246,,75
247,,84
248,,64
249,,59
250,,70
251,,58
252,,62
253,,80
254,,64
255,,77
256,,70
257,,67
258,,70
259,,64
260,,45
261,,76
262,,65
263,,67
264,,67
265,,68
266,,78
267,,68
268,,80
269,,59
270,,76
271,,60
272,,74
273,,65
274,,80
275,,64
276,,84
277,,62
278,,69
279,,81
280,,67
281,,63
282,,56
283,,60
284,,74
285,,67
286,,74
287,,64
288,,82
289,,75
290,,70
291,,62
292,,69
293,,61
294,,75
295,,66
296,,69
297,,67
298,,58
299,,75
300,,68
301,,74
302,,49
303,,52
304,,59
305,,72
306,,70
307,,65
308,,58
309,,58
310,,69
311,,62
312,,67
313,,62
314,,72
315,,56
316,,63
317,,69
318,,57
319,,69
320,,65
321,,52
322,,68
323,,59
324,,54
325,,64
326,,80
327,,69
328,,76
329,,60
330,,72
331,,60
332,,66
333,,57
334,,73
335,,52
336,,60
337,,52
338,,58
339,,62
340,,60
341,,58
342,,52
343,,67
344,,54
345,,81
346,,74
347,,53
348,,76
349,,60
350,,53
351,,54
352,,51
353,,45
354,,64
355,,58
356,,57
357,,62
358,,60
359,,64
360,,41
361,,64
362,,57
363,,47
364,,63
365,,54
366,,61
367,,63
368,,69
369,,77
370,,68
371,,52
372,,60
373,,55
374,,63
375,,54
376,,62
